rodada,data,mandante,visitante,vencedor
16,10/07/2022,Fortaleza,Palmeiras,-
16,10/07/2022,Atletico-MG,Sao Paulo,-
16,10/07/2022,Santos,Atletico-GO,Santos
16,10/07/2022,Cuiaba,Botafogo-RJ,Cuiaba
16,11/07/2022,Internacional,America-MG,Internacional
17,16/07/2022,Athletico-PR,Internacional,-
17,16/07/2022,Flamengo,Coritiba,Flamengo
17,16/07/2022,Avai,Santos,Avai
17,16/07/2022,Ceara,Corinthians,Ceara
17,17/07/2022,Juventude,Goias,-
17,17/07/2022,Sao Paulo,Fluminense,-
17,17/07/2022,Atletico-GO,Fortaleza,Fortaleza
17,17/07/2022,Botafogo-RJ,Atletico-MG,Atletico-MG
17,17/07/2022,America-MG,Bragantino,Bragantino
17,18/07/2022,Palmeiras,Cuiaba,Palmeiras
18,19/07/2022,Ceara,Avai,Ceara
18,20/07/2022,Goias,Fluminense,Fluminense
18,20/07/2022,Bragantino,Fortaleza,Bragantino
18,20/07/2022,Athletico-PR,Atletico-GO,Athletico-PR
18,20/07/2022,Flamengo,Juventude,Flamengo
18,20/07/2022,Internacional,Sao Paulo,-
18,20/07/2022,Santos,Botafogo-RJ,Santos
18,20/07/2022,Corinthians,Coritiba,Corinthians
18,21/07/2022,Cuiaba,Atletico-MG,-
18,21/07/2022,America-MG,Palmeiras,Palmeiras
19,23/07/2022,Sao Paulo,Goias,-
19,23/07/2022,Botafogo-RJ,Athletico-PR,Botafogo-RJ
19,24/07/2022,Avai,Flamengo,Flamengo
19,24/07/2022,Palmeiras,Internacional,Palmeiras
19,24/07/2022,Juventude,Ceara,Juventude
19,24/07/2022,Fluminense,Bragantino,Fluminense
19,24/07/2022,Atletico-GO,America-MG,America-MG
19,24/07/2022,Atletico-MG,Corinthians,Corinthians
19,24/07/2022,Fortaleza,Santos,-
19,25/07/2022,Coritiba,Cuiaba,Coritiba
20,30/07/2022,Goias,Coritiba,Goias
20,30/07/2022,Ceara,Palmeiras,Palmeiras
20,30/07/2022,Corinthians,Botafogo-RJ,Corinthians
20,30/07/2022,Flamengo,Atletico-GO,Flamengo
20,31/07/2022,Internacional,Atletico-MG,Internacional
20,31/07/2022,Athletico-PR,Sao Paulo,Athletico-PR
20,31/07/2022,Cuiaba,Fortaleza,Fortaleza
20,31/07/2022,America-MG,Avai,America-MG
20,31/07/2022,Bragantino,Juventude,Bragantino
20,01/08/2022,Santos,Fluminense,-
21,06/08/2022,Juventude,America-MG,America-MG
21,06/08/2022,Botafogo-RJ,Ceara,-
21,06/08/2022,Atletico-GO,Bragantino,Atletico-GO
21,06/08/2022,Avai,Corinthians,-
21,06/08/2022,Sao Paulo,Flamengo,Flamengo
21,07/08/2022,Fluminense,Cuiaba,Fluminense
21,07/08/2022,Palmeiras,Goias,Palmeiras
21,07/08/2022,Fortaleza,Internacional,Fortaleza
21,07/08/2022,Atletico-MG,Athletico-PR,Athletico-PR
21,08/08/2022,Coritiba,Santos,Santos
22,13/08/2022,Goias,Avai,-
22,13/08/2022,Corinthians,Palmeiras,Palmeiras
22,13/08/2022,Cuiaba,Juventude,Cuiaba
22,13/08/2022,Botafogo-RJ,Atletico-GO,-
22,14/08/2022,Coritiba,Atletico-MG,Atletico-MG
22,14/08/2022,Ceara,Fortaleza,Fortaleza
22,14/08/2022,Flamengo,Athletico-PR,Flamengo
22,14/08/2022,Sao Paulo,Bragantino,Sao Paulo
22,14/08/2022,America-MG,Santos,America-MG
22,14/08/2022,Internacional,Fluminense,Internacional
23,20/08/2022,Atletico-MG,Goias,Goias
23,20/08/2022,Fluminense,Coritiba,Fluminense
23,21/08/2022,Juventude,Botafogo-RJ,-
23,21/08/2022,Palmeiras,Flamengo,-
23,21/08/2022,Athletico-PR,America-MG,-
23,21/08/2022,Atletico-GO,Cuiaba,-
23,21/08/2022,Fortaleza,Corinthians,Fortaleza
23,21/08/2022,Bragantino,Ceara,-
23,21/08/2022,Santos,Sao Paulo,Santos
23,22/08/2022,Avai,Internacional,Internacional
24,27/08/2022,Goias,Atletico-GO,Goias
24,27/08/2022,Coritiba,Avai,Coritiba
24,27/08/2022,Fluminense,Palmeiras,-
24,27/08/2022,Ceara,Athletico-PR,-
24,28/08/2022,America-MG,Atletico-MG,-
24,28/08/2022,Sao Paulo,Fortaleza,Fortaleza
24,28/08/2022,Botafogo-RJ,Flamengo,Flamengo
24,28/08/2022,Cuiaba,Santos,-
24,29/08/2022,Internacional,Juventude,Internacional
24,29/08/2022,Corinthians,Bragantino,Corinthians
25,03/09/2022,Juventude,Avai,-
25,03/09/2022,Bragantino,Palmeiras,-
25,03/09/2022,Athletico-PR,Fluminense,Athletico-PR
25,03/09/2022,America-MG,Coritiba,America-MG
25,04/09/2022,Flamengo,Ceara,-
25,04/09/2022,Corinthians,Internacional,-
25,04/09/2022,Fortaleza,Botafogo-RJ,Botafogo-RJ
25,04/09/2022,Atletico-GO,Atletico-MG,Atletico-MG
25,04/09/2022,Cuiaba,Sao Paulo,-
25,05/09/2022,Santos,Goias,Goias
26,07/09/2022,Atletico-MG,Bragantino,-
26,10/09/2022,Ceara,Santos,Ceara
26,10/09/2022,Internacional,Cuiaba,Internacional
26,10/09/2022,Fluminense,Fortaleza,Fluminense
26,10/09/2022,Palmeiras,Juventude,Palmeiras
26,11/09/2022,Avai,Athletico-PR,-
26,11/09/2022,Botafogo-RJ,America-MG,-
26,11/09/2022,Coritiba,Atletico-GO,Coritiba
26,11/09/2022,Sao Paulo,Corinthians,-
26,11/09/2022,Goias,Flamengo,-
27,17/09/2022,Avai,Atletico-MG,Avai
27,17/09/2022,Botafogo-RJ,Coritiba,Botafogo-RJ
27,18/09/2022,Bragantino,Goias,-
27,18/09/2022,Ceara,Sao Paulo,Sao Paulo
27,18/09/2022,Flamengo,Fluminense,Fluminense
27,18/09/2022,Juventude,Fortaleza,-
27,18/09/2022,America-MG,Corinthians,America-MG
27,18/09/2022,Palmeiras,Santos,Palmeiras
27,18/09/2022,Athletico-PR,Cuiaba,-
27,19/09/2022,Atletico-GO,Internacional,Internacional
28,25/09/2022,Sao Paulo,Avai,Sao Paulo
28,27/09/2022,Santos,Athletico-PR,Santos
28,28/09/2022,Fortaleza,Flamengo,Fortaleza
28,28/09/2022,Corinthians,Atletico-GO,Corinthians
28,28/09/2022,Fluminense,Juventude,Fluminense
28,28/09/2022,Coritiba,Ceara,Coritiba
28,28/09/2022,Cuiaba,America-MG,Cuiaba
28,28/09/2022,Goias,Botafogo-RJ,Botafogo-RJ
28,28/09/2022,Internacional,Bragantino,-
28,28/09/2022,Atletico-MG,Palmeiras,Palmeiras
29,01/10/2022,Atletico-MG,Fluminense,Atletico-MG
29,01/10/2022,Ceara,America-MG,America-MG
29,01/10/2022,Internacional,Santos,Internacional
29,01/10/2022,Avai,Atletico-GO,Atletico-GO
29,01/10/2022,Athletico-PR,Juventude,Athletico-PR
29,01/10/2022,Flamengo,Bragantino,Flamengo
29,01/10/2022,Goias,Fortaleza,Fortaleza
29,01/10/2022,Corinthians,Cuiaba,Corinthians
29,03/10/2022,Botafogo-RJ,Palmeiras,Palmeiras
30,04/10/2022,Juventude,Corinthians,-
30,05/10/2022,Atletico-GO,Fluminense,Atletico-GO
30,05/10/2022,Ceara,Goias,-
30,05/10/2022,Bragantino,Cuiaba,Bragantino
30,05/10/2022,Athletico-PR,Fortaleza,-
30,05/10/2022,Flamengo,Internacional,-
30,05/10/2022,Santos,Atletico-MG,Atletico-MG
30,06/10/2022,Palmeiras,Coritiba,Palmeiras
30,06/10/2022,Avai,Botafogo-RJ,Botafogo-RJ
30,06/10/2022,America-MG,Sao Paulo,Sao Paulo
31,08/10/2022,Cuiaba,Flamengo,Flamengo
31,08/10/2022,Corinthians,Athletico-PR,Corinthians
31,09/10/2022,Internacional,Goias,Internacional
31,09/10/2022,Fortaleza,Avai,Fortaleza
31,09/10/2022,Sao Paulo,Botafogo-RJ,Botafogo-RJ
31,09/10/2022,Coritiba,Bragantino,Coritiba
31,09/10/2022,Atletico-MG,Ceara,-
31,09/10/2022,Fluminense,America-MG,America-MG
31,10/10/2022,Atletico-GO,Palmeiras,-
31,10/10/2022,Santos,Juventude,Santos
32,15/10/2022,Flamengo,Atletico-MG,Flamengo
32,15/10/2022,America-MG,Fortaleza,Fortaleza
32,16/10/2022,Palmeiras,Sao Paulo,-
32,16/10/2022,Ceara,Cuiaba,-
32,16/10/2022,Juventude,Atletico-GO,-
32,16/10/2022,Botafogo-RJ,Internacional,Internacional
32,16/10/2022,Avai,Fluminense,Fluminense
32,16/10/2022,Athletico-PR,Coritiba,Athletico-PR
32,17/10/2022,Bragantino,Santos,Santos
29,20/10/2022,Sao Paulo,Coritiba,Sao Paulo
33,22/10/2022,Bragantino,Athletico-PR,Bragantino
33,22/10/2022,America-MG,Flamengo,Flamengo
33,22/10/2022,Santos,Corinthians,Corinthians
33,22/10/2022,Palmeiras,Avai,Palmeiras
33,23/10/2022,Juventude,Sao Paulo,Sao Paulo
33,23/10/2022,Fluminense,Botafogo-RJ,-
33,23/10/2022,Atletico-GO,Ceara,Atletico-GO
33,23/10/2022,Cuiaba,Goias,Goias
33,23/10/2022,Coritiba,Internacional,-
33,24/10/2022,Fortaleza,Atletico-MG,-
34,25/10/2022,Flamengo,Santos,Flamengo
34,25/10/2022,Athletico-PR,Palmeiras,Palmeiras
34,26/10/2022,Botafogo-RJ,Bragantino,Botafogo-RJ
34,26/10/2022,Internacional,Ceara,Internacional
34,26/10/2022,Goias,America-MG,-
34,26/10/2022,Corinthians,Fluminense,Fluminense
34,27/10/2022,Fortaleza,Coritiba,Fortaleza
34,27/10/2022,Sao Paulo,Atletico-GO,Sao Paulo
34,27/10/2022,Atletico-MG,Juventude,Atletico-MG
34,27/10/2022,Cuiaba,Avai,Cuiaba
32,29/10/2022,Goias,Corinthians,-
35,31/10/2022,Ceara,Fluminense,Fluminense
35,01/11/2022,Botafogo-RJ,Cuiaba,Cuiaba
35,01/11/2022,Sao Paulo,Atletico-MG,-
35,02/11/2022,Athletico-PR,Goias,Athletico-PR
35,02/11/2022,America-MG,Internacional,America-MG
35,02/11/2022,Atletico-GO,Santos,Santos
35,02/11/2022,Juventude,Coritiba,Coritiba
35,02/11/2022,Avai,Bragantino,Bragantino
35,02/11/2022,Flamengo,Corinthians,Corinthians
35,02/11/2022,Palmeiras,Fortaleza,Palmeiras
36,05/11/2022,Fluminense,Sao Paulo,Fluminense
36,05/11/2022,Santos,Avai,-
36,05/11/2022,Bragantino,America-MG,America-MG
36,05/11/2022,Goias,Juventude,Goias
36,05/11/2022,Corinthians,Ceara,Corinthians
36,05/11/2022,Internacional,Athletico-PR,Internacional
36,06/11/2022,Fortaleza,Atletico-GO,-
36,06/11/2022,Coritiba,Flamengo,Coritiba
36,06/11/2022,Cuiaba,Palmeiras,-
36,07/11/2022,Atletico-MG,Botafogo-RJ,Botafogo-RJ
37,08/11/2022,Sao Paulo,Internacional,Internacional
37,09/11/2022,Fluminense,Goias,Fluminense
37,09/11/2022,Coritiba,Corinthians,-
37,09/11/2022,Avai,Ceara,Avai
37,09/11/2022,Fortaleza,Bragantino,Fortaleza
37,09/11/2022,Atletico-GO,Athletico-PR,-
37,09/11/2022,Juventude,Flamengo,-
37,09/11/2022,Palmeiras,America-MG,Palmeiras
37,10/11/2022,Atletico-MG,Cuiaba,Atletico-MG
37,10/11/2022,Botafogo-RJ,Santos,Botafogo-RJ
38,12/11/2022,Flamengo,Avai,Avai
38,13/11/2022,Athletico-PR,Botafogo-RJ,Athletico-PR
38,13/11/2022,Ceara,Juventude,Ceara
38,13/11/2022,America-MG,Atletico-GO,-
38,13/11/2022,Santos,Fortaleza,Fortaleza
38,13/11/2022,Cuiaba,Coritiba,Cuiaba
38,13/11/2022,Bragantino,Fluminense,Fluminense
38,13/11/2022,Corinthians,Atletico-MG,Atletico-MG
38,13/11/2022,Internacional,Palmeiras,Internacional
38,13/11/2022,Goias,Sao Paulo,Sao Paulo
1,15/04/2023,Palmeiras,Cuiaba,Palmeiras
1,15/04/2023,America-MG,Fluminense,Fluminense
1,15/04/2023,Bragantino,Bahia,Bragantino
1,15/04/2023,Athletico-PR,Goias,Athletico-PR
1,15/04/2023,Fortaleza,Internacional,-
1,15/04/2023,Botafogo-RJ,Sao Paulo,Botafogo-RJ
1,15/04/2023,Atletico-MG,Vasco,Vasco
1,16/04/2023,Flamengo,Coritiba,Flamengo
1,16/04/2023,Corinthians,Cruzeiro,Corinthians
1,16/04/2023,Gremio,Santos,Gremio
2,22/04/2023,Fluminense,Athletico-PR,Fluminense
2,22/04/2023,Cuiaba,Bragantino,-
2,22/04/2023,Sao Paulo,America-MG,Sao Paulo
2,22/04/2023,Cruzeiro,Gremio,Cruzeiro
2,23/04/2023,Internacional,Flamengo,Internacional
2,23/04/2023,Santos,Atletico-MG,-
2,23/04/2023,Vasco,Palmeiras,-
2,23/04/2023,Coritiba,Fortaleza,Fortaleza
2,23/04/2023,Goias,Corinthians,Goias
2,24/04/2023,Bahia,Botafogo-RJ,Botafogo-RJ
3,29/04/2023,Coritiba,Sao Paulo,-
3,29/04/2023,Fortaleza,Fluminense,Fortaleza
3,29/04/2023,Palmeiras,Corinthians,Palmeiras
3,29/04/2023,Santos,America-MG,Santos
3,29/04/2023,Bragantino,Cruzeiro,Cruzeiro
3,29/04/2023,Atletico-MG,Athletico-PR,Atletico-MG
3,30/04/2023,Flamengo,Botafogo-RJ,Botafogo-RJ
3,30/04/2023,Cuiaba,Gremio,Gremio
3,30/04/2023,Internacional,Goias,Internacional
3,01/05/2023,Vasco,Bahia,Bahia
4,06/05/2023,Cruzeiro,Santos,Cruzeiro
4,06/05/2023,Fluminense,Vasco,-
4,07/05/2023,America-MG,Cuiaba,Cuiaba
4,07/05/2023,Bahia,Coritiba,Bahia
4,07/05/2023,Athletico-PR,Flamengo,Athletico-PR
4,07/05/2023,Sao Paulo,Internacional,Sao Paulo
4,07/05/2023,Gremio,Bragantino,-
4,07/05/2023,Botafogo-RJ,Atletico-MG,Botafogo-RJ
4,07/05/2023,Goias,Palmeiras,Palmeiras
4,08/05/2023,Corinthians,Fortaleza,-
5,10/05/2023,Santos,Bahia,Santos
5,10/05/2023,Internacional,Athletico-PR,Athletico-PR
5,10/05/2023,Bragantino,America-MG,-
5,10/05/2023,Cuiaba,Atletico-MG,Atletico-MG
5,10/05/2023,Flamengo,Goias,Flamengo
5,10/05/2023,Cruzeiro,Fluminense,Fluminense
5,10/05/2023,Palmeiras,Gremio,Palmeiras
5,11/05/2023,Coritiba,Vasco,-
5,11/05/2023,Botafogo-RJ,Corinthians,Botafogo-RJ
5,11/05/2023,Fortaleza,Sao Paulo,-
6,13/05/2023,Bahia,Flamengo,Flamengo
6,13/05/2023,Fluminense,Cuiaba,Fluminense
6,13/05/2023,Palmeiras,Bragantino,-
6,13/05/2023,Atletico-MG,Internacional,Atletico-MG
6,14/05/2023,Gremio,Fortaleza,-
6,14/05/2023,Vasco,Santos,Santos
6,14/05/2023,Corinthians,Sao Paulo,-
6,14/05/2023,Athletico-PR,Coritiba,Athletico-PR
6,14/05/2023,America-MG,Cruzeiro,Cruzeiro
6,14/05/2023,Goias,Botafogo-RJ,Goias
7,20/05/2023,Bahia,Goias,-
7,20/05/2023,Bragantino,Athletico-PR,Bragantino
7,20/05/2023,Sao Paulo,Vasco,Sao Paulo
7,20/05/2023,America-MG,Fortaleza,America-MG
7,20/05/2023,Botafogo-RJ,Fluminense,Botafogo-RJ
7,20/05/2023,Coritiba,Atletico-MG,Atletico-MG
7,20/05/2023,Santos,Palmeiras,-
7,21/05/2023,Flamengo,Corinthians,Flamengo
7,21/05/2023,Gremio,Internacional,Gremio
7,22/05/2023,Cruzeiro,Cuiaba,Cuiaba
8,27/05/2023,Athletico-PR,Gremio,Gremio
8,27/05/2023,Fortaleza,Vasco,Fortaleza
8,27/05/2023,Flamengo,Cruzeiro,-
8,27/05/2023,Cuiaba,Coritiba,-
8,27/05/2023,Sao Paulo,Goias,Sao Paulo
8,28/05/2023,Internacional,Bahia,Internacional
8,28/05/2023,Corinthians,Fluminense,Corinthians
8,28/05/2023,Bragantino,Santos,Bragantino
8,28/05/2023,Atletico-MG,Palmeiras,-
8,28/05/2023,Botafogo-RJ,America-MG,Botafogo-RJ
9,03/06/2023,Fortaleza,Bahia,-
9,03/06/2023,Athletico-PR,Botafogo-RJ,Athletico-PR
9,03/06/2023,Cruzeiro,Atletico-MG,Atletico-MG
9,03/06/2023,America-MG,Corinthians,America-MG
9,03/06/2023,Santos,Internacional,-
9,04/06/2023,Fluminense,Bragantino,Fluminense
9,04/06/2023,Gremio,Sao Paulo,Gremio
9,04/06/2023,Goias,Cuiaba,Cuiaba
9,04/06/2023,Palmeiras,Coritiba,Palmeiras
9,05/06/2023,Vasco,Flamengo,Flamengo
10,10/06/2023,Coritiba,Santos,-
10,10/06/2023,Atletico-MG,Bragantino,-
10,10/06/2023,Bahia,Cruzeiro,-
10,10/06/2023,Corinthians,Cuiaba,-
10,10/06/2023,Botafogo-RJ,Fortaleza,Botafogo-RJ
10,11/06/2023,America-MG,Athletico-PR,-
10,11/06/2023,Sao Paulo,Palmeiras,Palmeiras
10,11/06/2023,Internacional,Vasco,Internacional
10,11/06/2023,Flamengo,Gremio,Flamengo
10,11/06/2023,Goias,Fluminense,-
11,21/06/2023,Cruzeiro,Fortaleza,Fortaleza
11,21/06/2023,Sao Paulo,Athletico-PR,Sao Paulo
11,21/06/2023,Santos,Corinthians,Corinthians
11,21/06/2023,Fluminense,Atletico-MG,-
11,21/06/2023,Bahia,Palmeiras,Bahia
11,22/06/2023,Gremio,America-MG,Gremio
11,22/06/2023,Cuiaba,Botafogo-RJ,Botafogo-RJ
11,22/06/2023,Vasco,Goias,Goias
11,22/06/2023,Coritiba,Internacional,Internacional
11,22/06/2023,Bragantino,Flamengo,Bragantino
12,24/06/2023,Athletico-PR,Corinthians,Athletico-PR
12,24/06/2023,Fluminense,Bahia,Fluminense
12,24/06/2023,Fortaleza,Atletico-MG,Fortaleza
12,24/06/2023,Cruzeiro,Sao Paulo,Cruzeiro
12,25/06/2023,Palmeiras,Botafogo-RJ,Botafogo-RJ
12,25/06/2023,Gremio,Coritiba,Gremio
12,25/06/2023,Bragantino,Goias,Bragantino
12,25/06/2023,America-MG,Internacional,Internacional
12,25/06/2023,Santos,Flamengo,Flamengo
12,26/06/2023,Vasco,Cuiaba,Vasco
13,01/07/2023,Sao Paulo,Fluminense,Sao Paulo
13,01/07/2023,Flamengo,Fortaleza,Flamengo
13,01/07/2023,Bahia,Gremio,Gremio
13,01/07/2023,Internacional,Cruzeiro,-
13,02/07/2023,Corinthians,Bragantino,Bragantino
13,02/07/2023,Botafogo-RJ,Vasco,Botafogo-RJ
13,02/07/2023,Atletico-MG,America-MG,-
13,02/07/2023,Athletico-PR,Palmeiras,-
13,02/07/2023,Cuiaba,Santos,Cuiaba
13,03/07/2023,Goias,Coritiba,Coritiba
14,08/07/2023,Cuiaba,Bahia,-
14,08/07/2023,Vasco,Cruzeiro,Cruzeiro
14,08/07/2023,Atletico-MG,Corinthians,Corinthians
14,08/07/2023,Coritiba,America-MG,Coritiba
14,08/07/2023,Palmeiras,Flamengo,-
14,09/07/2023,Santos,Goias,Santos
14,09/07/2023,Bragantino,Sao Paulo,-
14,09/07/2023,Fluminense,Internacional,Fluminense
14,09/07/2023,Fortaleza,Athletico-PR,Fortaleza
14,09/07/2023,Gremio,Botafogo-RJ,Botafogo-RJ
15,15/07/2023,Botafogo-RJ,Bragantino,Botafogo-RJ
15,16/07/2023,Cruzeiro,Coritiba,-
15,16/07/2023,Fortaleza,Cuiaba,Cuiaba
15,16/07/2023,Fluminense,Flamengo,-
15,16/07/2023,Sao Paulo,Santos,Sao Paulo
15,16/07/2023,Athletico-PR,Bahia,Athletico-PR
15,16/07/2023,Internacional,Palmeiras,-
15,17/07/2023,Goias,Atletico-MG,-
16,22/07/2023,Palmeiras,Fortaleza,Palmeiras
16,22/07/2023,Flamengo,America-MG,-
16,22/07/2023,Cuiaba,Sao Paulo,Cuiaba
16,22/07/2023,Bahia,Corinthians,-
16,22/07/2023,Gremio,Atletico-MG,Gremio
16,23/07/2023,Bragantino,Internacional,-
16,23/07/2023,Cruzeiro,Goias,Goias
16,23/07/2023,Santos,Botafogo-RJ,-
16,23/07/2023,Vasco,Athletico-PR,Athletico-PR
16,24/07/2023,Coritiba,Fluminense,Coritiba
17,29/07/2023,Fluminense,Santos,Fluminense
17,29/07/2023,Athletico-PR,Cruzeiro,-
17,29/07/2023,Internacional,Cuiaba,Cuiaba
17,29/07/2023,Fortaleza,Bragantino,Bragantino
17,29/07/2023,Corinthians,Vasco,Corinthians
17,29/07/2023,Atletico-MG,Flamengo,Flamengo
17,30/07/2023,Sao Paulo,Bahia,-
17,30/07/2023,America-MG,Palmeiras,Palmeiras
17,30/07/2023,Botafogo-RJ,Coritiba,Botafogo-RJ
17,30/07/2023,Goias,Gremio,-
18,05/08/2023,Santos,Athletico-PR,-
18,05/08/2023,Goias,Fortaleza,Goias
18,05/08/2023,Internacional,Corinthians,-
18,05/08/2023,Fluminense,Palmeiras,Fluminense
18,06/08/2023,Vasco,Gremio,Vasco
18,06/08/2023,Sao Paulo,Atletico-MG,Atletico-MG
18,06/08/2023,Coritiba,Bragantino,Bragantino
18,06/08/2023,Cruzeiro,Botafogo-RJ,-
18,06/08/2023,Bahia,America-MG,Bahia
18,06/08/2023,Cuiaba,Flamengo,Cuiaba
19,12/08/2023,Botafogo-RJ,Internacional,Botafogo-RJ
19,13/08/2023,Atletico-MG,Bahia,Atletico-MG
19,13/08/2023,America-MG,Goias,Goias
19,13/08/2023,Gremio,Fluminense,Gremio
19,13/08/2023,Corinthians,Coritiba,Corinthians
19,13/08/2023,Fortaleza,Santos,Fortaleza
19,13/08/2023,Flamengo,Sao Paulo,-
19,14/08/2023,Palmeiras,Cruzeiro,Palmeiras
19,14/08/2023,Bragantino,Vasco,-
19,15/08/2023,Athletico-PR,Cuiaba,Athletico-PR
20,19/08/2023,Internacional,Fortaleza,Fortaleza
20,19/08/2023,Sao Paulo,Botafogo-RJ,-
20,19/08/2023,Cuiaba,Palmeiras,Palmeiras
20,19/08/2023,Fluminense,America-MG,Fluminense
20,19/08/2023,Cruzeiro,Corinthians,-
20,20/08/2023,Vasco,Atletico-MG,Vasco
20,20/08/2023,Bahia,Bragantino,Bahia
20,20/08/2023,Santos,Gremio,Santos
20,20/08/2023,Coritiba,Flamengo,Flamengo
20,21/08/2023,Goias,Athletico-PR,-
21,26/08/2023,Flamengo,Internacional,-
21,26/08/2023,Corinthians,Goias,-
21,27/08/2023,Bragantino,Cuiaba,Bragantino
21,27/08/2023,Botafogo-RJ,Bahia,Botafogo-RJ
21,27/08/2023,America-MG,Sao Paulo,America-MG
21,27/08/2023,Atletico-MG,Santos,Atletico-MG
21,27/08/2023,Palmeiras,Vasco,Palmeiras
21,27/08/2023,Fortaleza,Coritiba,Fortaleza
21,27/08/2023,Athletico-PR,Fluminense,-
21,27/08/2023,Gremio,Cruzeiro,Gremio
22,02/09/2023,Goias,Internacional,-
22,02/09/2023,Athletico-PR,Atletico-MG,-
22,02/09/2023,Botafogo-RJ,Flamengo,Flamengo
22,03/09/2023,Gremio,Cuiaba,Gremio
22,03/09/2023,Fluminense,Fortaleza,Fluminense
22,03/09/2023,Corinthians,Palmeiras,-
22,03/09/2023,Bahia,Vasco,-
22,03/09/2023,Cruzeiro,Bragantino,-
22,03/09/2023,America-MG,Santos,America-MG
23,13/09/2023,Flamengo,Athletico-PR,Athletico-PR
23,13/09/2023,Internacional,Sao Paulo,Internacional
23,14/09/2023,Santos,Cruzeiro,Cruzeiro
23,14/09/2023,Fortaleza,Corinthians,Fortaleza
23,14/09/2023,Coritiba,Bahia,Bahia
23,14/09/2023,Bragantino,Gremio,Bragantino
23,15/09/2023,Cuiaba,America-MG,-
23,15/09/2023,Palmeiras,Goias,Palmeiras
23,16/09/2023,Vasco,Fluminense,Vasco
23,16/09/2023,Atletico-MG,Botafogo-RJ,Atletico-MG
15,18/09/2023,Corinthians,Gremio,-
24,18/09/2023,Bahia,Santos,Santos
24,19/09/2023,America-MG,Bragantino,Bragantino
24,20/09/2023,Goias,Flamengo,-
24,20/09/2023,Fluminense,Cruzeiro,Fluminense
24,20/09/2023,Sao Paulo,Fortaleza,Fortaleza
24,21/09/2023,Vasco,Coritiba,Vasco
24,21/09/2023,Athletico-PR,Internacional,Athletico-PR
24,21/09/2023,Gremio,Palmeiras,Gremio
24,22/09/2023,Corinthians,Botafogo-RJ,Corinthians
24,23/09/2023,Atletico-MG,Cuiaba,Atletico-MG
15,25/09/2023,America-MG,Vasco,Vasco
22,27/09/2023,Sao Paulo,Coritiba,Sao Paulo
25,30/09/2023,Flamengo,Bahia,Flamengo
25,30/09/2023,Fortaleza,Gremio,-
25,30/09/2023,Sao Paulo,Corinthians,Sao Paulo
25,30/09/2023,Cuiaba,Fluminense,Cuiaba
25,30/09/2023,Internacional,Atletico-MG,Atletico-MG
25,01/10/2023,Cruzeiro,America-MG,-
25,01/10/2023,Santos,Vasco,Santos
25,01/10/2023,Coritiba,Athletico-PR,Coritiba
25,01/10/2023,Bragantino,Palmeiras,Bragantino
25,02/10/2023,Botafogo-RJ,Goias,-
26,07/10/2023,Goias,Bahia,Bahia
26,07/10/2023,Vasco,Sao Paulo,-
26,07/10/2023,Corinthians,Flamengo,-
26,08/10/2023,Internacional,Gremio,Internacional
26,08/10/2023,Fluminense,Botafogo-RJ,Botafogo-RJ
26,08/10/2023,Palmeiras,Santos,Santos
26,08/10/2023,Athletico-PR,Bragantino,-
26,08/10/2023,Atletico-MG,Coritiba,Coritiba
26,08/10/2023,Fortaleza,America-MG,Fortaleza
26,14/10/2023,Cuiaba,Cruzeiro,-
27,18/10/2023,Gremio,Athletico-PR,Athletico-PR
27,18/10/2023,Coritiba,Cuiaba,Cuiaba
27,18/10/2023,America-MG,Botafogo-RJ,Botafogo-RJ
27,18/10/2023,Goias,Sao Paulo,Goias
27,18/10/2023,Vasco,Fortaleza,Vasco
27,18/10/2023,Bahia,Internacional,Bahia
27,19/10/2023,Cruzeiro,Flamengo,Flamengo
27,19/10/2023,Palmeiras,Atletico-MG,Atletico-MG
27,19/10/2023,Santos,Bragantino,Bragantino
27,19/10/2023,Fluminense,Corinthians,-
28,21/10/2023,Cuiaba,Goias,-
28,21/10/2023,Sao Paulo,Gremio,Sao Paulo
28,21/10/2023,Bahia,Fortaleza,Bahia
28,22/10/2023,Atletico-MG,Cruzeiro,Cruzeiro
28,22/10/2023,Flamengo,Vasco,Flamengo
28,22/10/2023,Internacional,Santos,Internacional
28,22/10/2023,Bragantino,Fluminense,Bragantino
28,22/10/2023,Corinthians,America-MG,-
28,22/10/2023,Coritiba,Palmeiras,Palmeiras
28,22/10/2023,Botafogo-RJ,Athletico-PR,-
29,25/10/2023,Bragantino,Atletico-MG,Atletico-MG
29,25/10/2023,Athletico-PR,America-MG,Athletico-PR
29,25/10/2023,Fluminense,Goias,Fluminense
29,25/10/2023,Palmeiras,Sao Paulo,Palmeiras
29,25/10/2023,Cruzeiro,Bahia,Cruzeiro
29,25/10/2023,Gremio,Flamengo,Gremio
29,25/10/2023,Cuiaba,Corinthians,Corinthians
29,26/10/2023,Vasco,Internacional,Internacional
29,26/10/2023,Santos,Coritiba,Santos
30,28/10/2023,America-MG,Gremio,Gremio
30,28/10/2023,Palmeiras,Bahia,Palmeiras
30,28/10/2023,Atletico-MG,Fluminense,Atletico-MG
30,29/10/2023,Athletico-PR,Sao Paulo,-
30,29/10/2023,Goias,Vasco,-
30,29/10/2023,Internacional,Coritiba,Coritiba
